model_type,data_profile,median_cv_mse,std_cv_mse,cv_cv_mse,median_test_mse,std_test_mse,cv_test_mse,leakage_rate,lambda_reg,window_size,n_layers,lag,base_seed,reservoir_size,spectral_radius,sparsity
QRC,ARMA_InputDriven,0.00027491894526067895,0.0005573463044674306,2.027311373317518,0.00023958188890339064,0.0004611428754351305,1.924781867051238,0.9,1e-08,10,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.016498293869896243,0.0011160433158347853,0.06764598355658967,0.014059778802674146,9.896358662942695e-18,7.038772659112122e-16,1.0,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.004806910676747369,0.00039629737995694876,0.08244325859308586,0.003913045324377057,1.9497656492055216e-05,0.004982732086079063,1.0,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.001282350976862191,0.00015949802574871286,0.12437938491612617,0.0009821632280081153,0.0001211593574098712,0.1233596961836878,1.0,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0004161418784051888,0.00040936353191033516,0.9837114531206742,0.0004087411077865456,0.00032447864413314917,0.7938488151835212,1.0,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00033724884390127667,0.00045912547261839755,1.3613848673497544,0.0003574985847334888,0.00036272452043876617,1.0146180598425956,1.0,1e-08,8,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0004509941158019794,0.000755575428391054,1.6753554024700599,0.0004094922656634283,0.0006407730343933817,1.5647988695348125,1.0,1e-08,10,2.0,0.0,2025,,,
Classical_ESN,ARMA_InputDriven,0.0011441714641963494,4.6551952918335984e-05,0.04068616844157484,0.0011414903585905663,2.041082409706632e-05,0.017880855447844693,0.1,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,0.00023595755459360137,2.3079221919987216e-05,0.09781090484573564,0.00020958044634330176,8.0426599052364e-06,0.038375049035167044,0.1,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.913079361525673e-06,2.8183845884369165e-06,1.4732188560067192,9.750931316632094e-07,7.157863669377239e-07,0.7340697454373535,0.1,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.944427959618559e-06,1.4913697656100587e-05,7.669966676999557,1.1886747378338155e-06,8.252427769091418e-06,6.942544925393343,0.1,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.7490302040328454e-06,1.4097772072083535e-05,8.060336545119371,4.7294692671242954e-07,1.4964348812976298e-06,3.164065134537858,0.1,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.9382103843732628e-06,1.2973671315998558e-05,6.6936342001870495,7.714414629265795e-07,1.2273660551587665e-06,1.5910034839228997,0.1,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,5.494865523082804e-05,1.620319716710262e-05,0.2948788664442525,4.958233271319526e-05,1.3629108817546131e-05,0.2748783300774197,0.3,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,4.050959401165554e-06,2.8489199872075317e-06,0.7032704367236641,3.401596781556777e-06,2.1912045852581416e-06,0.6441694080670295,0.3,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,2.3741644056477066e-06,3.6717071085815803e-06,1.546526053481071,1.8265592796821474e-06,3.0407702342001462e-06,1.664753106030751,0.3,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,2.5501238194785114e-06,2.462494018822939e-06,0.9656370408423963,2.0807235591776167e-06,1.9789007483236953e-06,0.9510637487595105,0.3,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.8554142463934977e-06,2.843273988830507e-06,1.532420048168318,1.011039344444265e-06,2.1008657100394124e-06,2.0779267607970184,0.3,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,2.659263339107689e-06,1.7563433175530034e-06,0.6604623512548935,2.8462242843525385e-06,1.3793084105866742e-06,0.48460988059500043,0.3,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.7749953440000317e-05,1.2201391225365305e-05,0.6874041256845734,1.0908571743444872e-05,5.857606222085606e-06,0.5369727916585901,0.5,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,8.941082637499416e-06,6.67709360419014e-06,0.7467880428915873,7.222125951919022e-06,3.944983524214083e-06,0.5462357691457658,0.5,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,5.5507966048098095e-06,7.337862012823117e-06,1.321947557304622,4.744149055760966e-06,6.0298114741569384e-06,1.27099958354697,0.5,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,5.2868381469224545e-06,5.2872621711741265e-06,1.000080203751257,4.135633623308406e-06,3.427300466274776e-06,0.828724393514583,0.5,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,4.654593479705893e-06,8.385151871815703e-06,1.8014788849713963,4.486160935812673e-06,4.74471734847975e-06,1.0576342258707307,0.5,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,6.527064905741473e-06,5.235984807869923e-06,0.8021959155430087,6.43605885888077e-06,3.315078881164321e-06,0.5150790186746075,0.5,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,3.365895989201437e-05,2.640243026445171e-05,0.784410164460124,2.3443199447884077e-05,1.126785121170111e-05,0.4806447702136543,0.7,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.6933577709010274e-05,1.263366925620912e-05,0.7460720630517913,1.4812601839421887e-05,8.300095812255213e-06,0.5603401686100511,0.7,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.4024261996014605e-05,1.4691175144648966e-05,1.0475542419860584,1.1832334172594549e-05,1.1132483717527104e-05,0.9408527138551916,0.7,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.124539531009126e-05,1.2783342968217697e-05,1.1367624361543194,8.490924858967144e-06,9.312138277816208e-06,1.096716604196749,0.7,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,7.819972793183785e-06,1.6922746102778665e-05,2.1640415574756524,9.984882053515363e-06,1.2494935232614128e-05,1.251385360953268,0.7,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.259052710148326e-05,1.3194306643874038e-05,1.0479550647502,1.1184728922355867e-05,8.352649805679743e-06,0.7467905448280103,0.7,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,7.319771930708618e-05,6.113546490980366e-05,0.8352099694981236,4.9625878329390956e-05,3.2135354776411905e-05,0.6475523629650243,0.9,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,4.36953254344324e-05,3.249292321757939e-05,0.7436246988556494,2.9203137119879773e-05,2.0839895528218494e-05,0.7136183843081682,0.9,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,3.4828711912744555e-05,3.806154408551768e-05,1.0928208938898532,3.344786070402468e-05,2.361698709877459e-05,0.7060836358940239,0.9,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,3.19027563952601e-05,2.8804369676693836e-05,0.902880281560041,2.6799345841309907e-05,2.1795201535316925e-05,0.8132736397513355,0.9,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,1.6827923447455612e-05,3.4814718637089956e-05,2.0688659979822974,2.271499500918807e-05,3.084145024088942e-05,1.3577572976975891,0.9,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,2.6958681902486773e-05,2.7574398927862746e-05,1.022839285229267,2.898716453647016e-05,1.8082380866996382e-05,0.6238064728354531,0.9,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,0.0001410143878446484,0.00012962662118046767,0.9192439378829463,0.00010213473413295122,8.719175110833178e-05,0.8536934261250654,1.0,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,9.243693909693781e-05,6.915217628462635e-05,0.7481011050366679,5.0841895163771894e-05,5.600164461007223e-05,1.1014861745353857,1.0,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,8.814193298682271e-05,7.190729667705653e-05,0.8158125677571278,6.677722011027478e-05,3.926710957903894e-05,0.5880315100597763,1.0,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,6.581474141902455e-05,4.9506827409174226e-05,0.7522148737769511,4.980864947028047e-05,3.717500722722067e-05,0.7463564586187391,1.0,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,2.8381737765419985e-05,5.906572485635835e-05,2.081117278460779,3.1125715352126064e-05,4.3644296833141696e-05,1.4021941773672535,1.0,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,ARMA_InputDriven,4.4981719448611785e-05,4.175143737565657e-05,0.92818678092896,5.1667560095230366e-05,3.106476753197961e-05,0.6012431683385668,1.0,1e-08,10,,,2025,100.0,0.9,0.1
QRC,NARMA10_InputDriven,0.00842709868887551,0.000702098096827757,0.08331433186543627,0.009176859579866619,4.0175373138302064e-17,4.377899954625435e-15,0.1,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.007550708084895801,0.0005303356514248506,0.07023654542886082,0.007871477336187802,5.369895284683638e-06,0.0006821966265463844,0.1,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.007555460007571988,0.0005413938030571677,0.07165596833476578,0.007841285674274005,2.2075763224848662e-05,0.002815324443193759,0.1,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.0076375702580560294,0.0005191039318268305,0.06796715634521136,0.007299085196616462,4.9209043372856504e-05,0.006741809699065805,0.1,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.006609856260012891,0.0005180131992366276,0.07836981302761603,0.006765687432789323,5.438425229587804e-05,0.008038244869591437,0.1,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.005958927863042688,0.00038113757373023057,0.06396076315909921,0.005190654262521499,0.00010269795208616931,0.019785165201174668,0.1,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009134029299083126,0.0012199112562572018,0.13355674875924214,0.010322641523123665,6.363041722889428e-18,6.164160315589407e-16,0.3,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008964960491248558,0.0013022768504009038,0.14526297708418953,0.01010439981960095,3.797842050978764e-05,0.003758602310660299,0.3,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008789003166714628,0.001223854410328291,0.13924837516991972,0.010149290162458548,2.9899245603702763e-05,0.0029459445069663884,0.3,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008987043793580845,0.0011550214574827,0.1285207331812152,0.009803571928006205,8.840303637312058e-05,0.009017431301807105,0.3,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008540767787948182,0.0009454137290722553,0.11069423177695126,0.00925727971245512,6.965873130318029e-05,0.00752475170534802,0.3,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.006122640177475177,0.0004087712895336911,0.06676389232173661,0.006158590348124373,0.00014301428871237555,0.023221919404970846,0.3,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008960837314000176,0.0014958695165764,0.1669341228011464,0.010455860690147591,3.771686480529064e-18,3.6072463016679924e-16,0.5,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008870208388861664,0.001487307461080937,0.16767446669556846,0.0104280682225855,2.9733697383944753e-05,0.0028513140448723183,0.5,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.00870164923423543,0.00141190340937642,0.16225698960853102,0.01057422660857897,3.712367560305932e-05,0.0035107698158218523,0.5,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009006017261730653,0.0013634060508999314,0.1513883452892617,0.010447066417679117,0.00012269866404630275,0.011744796016484123,0.5,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008940334528263864,0.0013036884399715764,0.14582099090924525,0.010320777141069838,0.00011349328407466638,0.010996583156808851,0.5,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.007830714907542422,0.0005985176372475461,0.07643205560594005,0.008147640783388093,0.00016801320989381802,0.020621087055822784,0.5,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009297397182211752,0.0016292941292922445,0.1752419626010484,0.010988170054936394,1.957032018446458e-18,1.7810354305240012e-16,0.7,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008792753719670645,0.001566153207936518,0.1781186256170021,0.010590069813574248,6.689392585391036e-05,0.00631666523748185,0.7,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008629933320823272,0.0014446534472836365,0.16740030236361322,0.01066784245685172,5.3634262862678315e-05,0.005027657942982671,0.7,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009144579954932905,0.0013825557005728263,0.15118854090471673,0.010586070231472785,0.00020634152499708627,0.019491796340404502,0.7,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008921661307528687,0.0014136047375334598,0.15844635755681138,0.010564141463097901,0.00020138251979101216,0.019062838233894434,0.7,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008763075367089921,0.0009491206622157359,0.10830908356445232,0.009605337717612935,0.00014178272994154077,0.014760827168164976,0.7,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.00994205835475558,0.0017061571341153428,0.17161005027688633,0.011874361047858384,3.469446951953614e-18,2.9217967501328004e-16,0.9,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008867676317035148,0.001626917318647305,0.18346602429792505,0.01079379237398672,0.0001225234134768738,0.011351285000826768,0.9,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008579545720121517,0.001486485649048766,0.17325924909550014,0.01074322029231227,8.72113800736804e-05,0.008117806179222435,0.9,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009294432705356901,0.0014059569899862142,0.15126872554318269,0.010702369490560406,0.0003645878634485404,0.03406608824056303,0.9,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008973989388645848,0.001437760957893064,0.1602142476023162,0.01066189810143969,0.0003435667976166046,0.03222379301957616,0.9,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.00913265827359606,0.001289427187295583,0.14118859467495,0.010448880855389427,0.00021077930606633744,0.02017242889295839,0.9,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.010348653971441468,0.0017381045116934388,0.16795464574329927,0.012405336068909378,2.717789367864266e-18,2.190822846529463e-16,1.0,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008950600584930999,0.0016552928434327052,0.1849365109889401,0.01092768027058806,0.00014696576875604522,0.0134489448004445,1.0,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.008655314424770735,0.0015286193722749578,0.17661049584752067,0.010803025129261436,0.0001645016143823034,0.0152273657067342,1.0,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009688130883680193,0.0014589078634573735,0.15058713398628074,0.010840962487356725,0.0004839869712605244,0.04464428060008273,1.0,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009139669196458896,0.0014440658206291862,0.15799979075705278,0.01067091679202192,0.0004423467969764623,0.041453495102424714,1.0,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA10_InputDriven,0.009355906135312774,0.0014540145239141488,0.15541140568160908,0.010610974946711526,0.00034304628631271866,0.03232938424937409,1.0,1e-08,10,2.0,0.0,2025,,,
Classical_ESN,NARMA10_InputDriven,0.006102512868796704,0.0008136406112885663,0.1333287825493763,0.005960769795901809,2.8412506577891965e-05,0.004766583436492772,0.1,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.007092649979485858,0.002252721595091191,0.3176135297253861,0.006250021876762257,0.0014768230240752463,0.23629085676741587,0.1,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.007698378183883464,0.0020362800592966857,0.2645076678045816,0.006072105118609162,0.00034721099944908787,0.0571813222378169,0.1,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.009419105305407646,0.007382750933294357,0.78380596605665,0.006577278290502718,0.0007087980989779883,0.10776465091973675,0.1,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.007770161330336375,0.0037180231539468644,0.4785001232124879,0.00567034834858586,0.0009633718360840302,0.16989641144785883,0.1,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.00785569810278879,0.00212351548817902,0.2703153125786705,0.005030214498843948,0.00045792427771251267,0.09103474172279405,0.1,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.005134268719751915,0.0004589582187981824,0.08939115653073161,0.0048623520403064235,4.3137020450270774e-05,0.008871636626202058,0.3,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.005172687857706728,0.0004753618252455863,0.09189841690086716,0.004788723611616979,0.00011530995381314043,0.024079475694402087,0.3,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.005341714098495561,0.0005451997390924163,0.102064567485176,0.004424032633530528,0.00010774435612368035,0.024354331228722582,0.3,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.005476552324327237,0.0006644364693689798,0.12132386034503961,0.004077311820129672,0.00021798647593182236,0.05346328305223653,0.3,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.004826771185058519,0.000623170994630659,0.12910721696518618,0.0036282365109553145,0.00014275670474167486,0.03934603058831108,0.3,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0027472781252299992,0.0005126965158981332,0.18661980787082152,0.0017448465323850677,0.0001966391871532305,0.11269712464880234,0.3,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.004025356449501207,0.00040781970443637823,0.1013126935595759,0.0034790279985356383,0.00017806639408391256,0.051182799954143134,0.5,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.004119012646512207,0.000433874675843132,0.1053346306694439,0.0034042016660782363,0.0001364786761308387,0.040091242975057666,0.5,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.004210286961062782,0.0004942427377284153,0.1173893234117363,0.003220257566466918,0.00015955456050016265,0.0495471424899769,0.5,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.004192029858952692,0.00046652269996634696,0.11128801932792048,0.0031252474965335095,0.00014952482214268062,0.04784415388174278,0.5,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.003035983489683044,0.0003313268123970995,0.10913327214163802,0.0022939588965972977,9.937149462244288e-05,0.04331877731978711,0.5,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0020434941971403386,0.00034065658565371313,0.16670298654648846,0.0013979835336794554,0.00020236150617207555,0.14475242468662378,0.5,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0028167047721295397,0.0003771425602857731,0.1338949555585261,0.0020370746359582343,0.00023189170980784688,0.11383564731233603,0.7,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0028737129423720767,0.00030762199560168465,0.10704687690474791,0.0020896965895820917,0.000147209522908765,0.07044540515721696,0.7,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0026626539798447544,0.00040981057647310876,0.1539105642622789,0.0020338961603584295,0.00014705781773366943,0.07230350329574038,0.7,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.00253555961614938,0.00032801525675640327,0.12936602029280725,0.0018620574902910353,0.0001123356228850714,0.060328761851232426,0.7,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0024270519986511773,0.00029330632983678984,0.12084880340420949,0.0017782608615230042,0.0001710549921523486,0.09619229431043505,0.7,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0019316291423087163,0.0003924919340677589,0.2031921788043878,0.0013673859526577932,0.00020116829430080616,0.1471188832310253,0.7,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0020579552703052176,0.00029230773747218033,0.14203794498839026,0.0015488580741224837,0.0002023739126219796,0.13066007531815718,0.9,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0021246856563102686,0.0003099385991030993,0.14587503717671774,0.0015501618740636825,0.00020585363057373,0.13279492549645383,0.9,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002358801605961803,0.0002847451450544344,0.12071602136218207,0.0017740760238419396,0.00011224284035852382,0.06326833734861638,0.9,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002395017714304681,0.00032416003597117486,0.13534765694427636,0.0018109721906289322,0.0001419358864331015,0.07837551960629975,0.9,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002199385229754604,0.0002944891473521117,0.1338961194101359,0.0018123149300879244,0.00023389426811422362,0.12905829126667087,0.9,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0020081164664344,0.0003290101689261938,0.16384018279098242,0.0014768045829155157,0.00024563754497201857,0.16633043248489895,0.9,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0021389565030826936,0.0003044538286714663,0.14233755021791386,0.0018416312971792945,0.0003156297653958487,0.17138596953650714,1.0,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.0020881902158010673,0.00035090762236190194,0.16804389739336437,0.0015929363424028854,0.0002598979067442386,0.16315649271470084,1.0,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.00231486188915178,0.0002988920982137097,0.12911876065454203,0.0019369944672885302,0.00018661800217377241,0.09634410697879099,1.0,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002429520153116546,0.00035147182886254133,0.14466717981807206,0.0021365010588617252,0.00014884389487244723,0.06966712899817029,1.0,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002354907517526448,0.0003005722373373081,0.12763653566022995,0.0018873421272964871,0.00022899362854957966,0.1213312759979561,1.0,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,NARMA10_InputDriven,0.002227719772650625,0.00038764271889091126,0.17400874367141758,0.0018306547727131763,0.0002775368063604585,0.15160521278904313,1.0,1e-08,10,,,2025,100.0,0.9,0.1
QRC,NARMA5_InputDriven,0.011855616993596878,0.00106673377594737,0.08997707808235575,0.011893401658707543,1.5533460085800292e-17,1.3060569660007863e-15,0.1,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.008873993199469845,0.0008383790689159676,0.09447596477379029,0.009467730183462435,2.0040496929727935e-05,0.0021167161021057894,0.1,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.008620783286870376,0.0007772241984431689,0.09015702779895844,0.008901542900996004,5.28279925973193e-05,0.005934700667612164,0.1,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.007508244259971213,0.0007815389399800119,0.10409077181287765,0.007708900779450437,6.73683809167611e-05,0.008739038527560833,0.1,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.002254391368164789,0.00039848280404876667,0.17675848553889548,0.0024821223721117306,0.00019002862344750726,0.0765589261764864,0.1,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.002291410301008388,0.00031776123044738677,0.1386749593940241,0.002317311656185533,0.00026589797621594344,0.11474415860559355,0.1,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.010766513989601476,0.0008513776919439575,0.07907644877127692,0.011675065485695583,1.4494876628609418e-17,1.2415242249706178e-15,0.3,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.010037126725380584,0.000796279662786478,0.07933342724197646,0.010972047394958538,3.387617223208088e-05,0.003087497803522648,0.3,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.00929322978017609,0.0007519910588108665,0.08091816048872275,0.009627052991016006,9.724530013997178e-05,0.010101253231982974,0.3,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.003547758526627672,0.0005352751932671506,0.150877008468769,0.0035476064646085227,0.0002634188409408021,0.07425255410054911,0.3,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.002272913388636531,0.0004798733028862192,0.21112696387172247,0.0023977433672211887,0.00029643877359956066,0.12363240272169401,0.3,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.002322573440217968,0.0005125988033309626,0.22070294719415046,0.0023523567200588557,0.0005009077719664045,0.21293869577479382,0.3,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011059602851061124,0.0007425407319795427,0.06713990926973466,0.012302772385177711,1.714099601414115e-17,1.3932628742113846e-15,0.5,1e-08,1,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.01099507223552129,0.0007681938594385773,0.06986710437033852,0.012112822361952139,6.686498745731678e-05,0.005520182287767045,0.5,1e-08,2,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.010801939188993822,0.0007283092617888675,0.06742393648456634,0.011369914648124042,9.160387758982875e-05,0.008056689995024964,0.5,1e-08,4,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0021780797691826333,0.0006174489553212884,0.2834831690085428,0.0023039137920217744,0.0005497778675408489,0.23862779477455942,0.5,1e-08,6,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.00253325550103428,0.0005099890807759959,0.20131766439183774,0.002457467385910865,0.00034773217438251994,0.14150021944386146,0.5,1e-08,8,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.0026098059889989944,0.0006788355579202778,0.26010958698912673,0.0027022846269734732,0.0006741117203557624,0.2494599249934525,0.5,1e-08,10,2.0,0.0,2025,,,
QRC,NARMA5_InputDriven,0.011603728827922004,0.0006767133850367958,0.05831861422066527,0.012419236333701265,1.1242293031246444e-17,9.052322324150457e-16,0.7,1e-08,1,2.0,0.0,2025,,,
