model_type,data_profile,median_cv_mse,std_cv_mse,cv_cv_mse,median_test_mse,std_test_mse,cv_test_mse,leakage_rate,lambda_reg,window_size,n_layers,lag,base_seed,reservoir_size,spectral_radius,sparsity
Classical_ESN,Mackey_Glass_(tau=30),4.003196200978206e-07,2.2420013252357924e-07,0.560052820965394,1.9450989840351796e-07,1.8666339022768893e-08,0.0959660108610251,0.3,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),4.963259810215235e-07,4.1287960489476857e-07,0.8318718356129413,2.060240354413883e-07,4.3225454423275596e-08,0.2098078232992033,0.3,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.0325646794185778e-06,3.692500279615482e-07,0.35760474411101056,8.258612722153658e-07,2.101953648829916e-07,0.25451655375380944,0.5,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),4.2602750141848827e-07,1.1147179335377796e-07,0.26165398473719387,3.947931089284871e-07,3.0706668859542974e-08,0.07777914093506932,0.5,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.666838299102506e-07,3.486823802707799e-08,0.20918788610660363,1.5495206660970723e-07,1.111615221453913e-08,0.07173929627243023,0.5,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.6153278568390608e-07,4.1915023182051474e-08,0.25948307029182605,1.248603779200723e-07,1.3859076392274482e-08,0.11099659173822288,0.5,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.7601724619529832e-07,5.002236130458898e-08,0.284190114240778,1.2446064160297738e-07,9.985725793627648e-09,0.08023199675831308,0.5,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),2.0395077665832963e-07,6.113374595262194e-08,0.29974755161161654,1.3093358951124316e-07,9.989782782124949e-09,0.0762965623978951,0.5,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),2.851341900320291e-07,1.1669832428542746e-07,0.40927510051431837,2.954226250935738e-07,7.246561502717721e-08,0.2452947366648849,0.7,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.681734271041625e-07,5.5090576691207245e-08,0.32758193514772993,1.990664899872779e-07,1.6213600337338283e-08,0.0814481650747671,0.7,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.0021349441741294e-07,2.6520835320917275e-08,0.26464335442142867,1.1243259108471916e-07,1.1277918285975337e-08,0.10030826628799566,0.7,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.0185871435055353e-07,2.0166855657312378e-08,0.19798851562083147,9.470486555178478e-08,1.1909434472631468e-08,0.12575314270542276,0.7,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.1241716931829093e-07,3.766366225622006e-08,0.3350347859194135,9.92211484124984e-08,8.354920147699882e-09,0.08420503371887453,0.7,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.3910448540305206e-07,3.8613052007383275e-08,0.27758308364753903,9.880493232695826e-08,9.994696834634867e-09,0.10115584919952302,0.7,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),1.3042321030065294e-07,4.130750935305467e-08,0.3167190046758715,1.4356393434710357e-07,2.399565002790683e-08,0.16714260539761355,0.9,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),9.326908541784179e-08,2.810137758930151e-08,0.30129359008302115,1.1783099932991821e-07,1.350275227208399e-08,0.1145942268916626,0.9,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),7.605471593153413e-08,2.1177074255998568e-08,0.27844524822185335,9.035050362651407e-08,9.60710549515283e-09,0.10633151016917573,0.9,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),7.240282653717074e-08,1.8266305428041397e-08,0.2522871868636744,8.380211920385892e-08,8.34793924935287e-09,0.09961489433274932,0.9,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),8.136300390565784e-08,2.3447374217698897e-08,0.2881822584240699,8.562414758279155e-08,1.0030590827564743e-08,0.11714675253106586,0.9,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),9.039532363679775e-08,2.6016634824526554e-08,0.28780952130952725,8.521730551104813e-08,6.831628682763415e-09,0.08016715198625611,0.9,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),9.276599830346502e-08,2.722862566118115e-08,0.29351945927545847,1.0888391973784445e-07,1.6244732356719334e-08,0.14919312599905607,1.0,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),7.085461138029697e-08,2.1261866467817603e-08,0.3000773845713313,9.583729647938309e-08,1.0522869862757415e-08,0.1097993187341333,1.0,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),6.35176620775995e-08,1.7439486086678404e-08,0.2745612089023773,8.074948758945856e-08,8.089922101683643e-09,0.10018542956970716,1.0,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),6.287623607688774e-08,1.6496433148734565e-08,0.2623635601940616,7.812328736631871e-08,7.88141058279304e-09,0.10088426701550904,1.0,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),7.244619033224799e-08,2.220523213975366e-08,0.30650655387008585,7.906928665943541e-08,7.49852381215815e-09,0.0948348483837415,1.0,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=30),7.862494013282145e-08,2.1756059092811417e-08,0.2767068446228234,7.94170570313938e-08,6.535648775031047e-09,0.08229527785759531,1.0,1e-08,10,,,2025,100.0,0.9,0.1
QRC,Mackey_Glass_(tau=100),0.014525115204361064,0.004685231227965603,0.3225606931199344,0.01478985664731862,4.961981811089882e-18,3.354989794298975e-16,0.1,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.0003774594015086243,0.00030794668074442315,0.8158405367931658,0.0006309753723572765,0.00021023842613183163,0.33319593020944177,0.1,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),6.229771987465863e-05,6.91927368725113e-05,1.1106784808773944,0.00012234645384994486,8.498329734341004e-05,0.6946118556704562,0.1,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.6551789696008567e-05,1.913166946074013e-05,0.7205416162066138,2.8277005143259622e-05,2.8572285976822674e-05,1.0104424366041267,0.1,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.4642528358763146e-05,1.4804852891147822e-05,0.6007846547078461,3.4760572023770195e-05,1.5960886537902097e-05,0.4591663948161619,0.1,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.6442195592092513e-05,1.3427124307538364e-05,0.8166259933068686,3.138596013278847e-05,2.041142500212281e-05,0.6503361667371547,0.1,1e-08,10,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.003874283474044706,0.0014336279898068845,0.3700369370004291,0.006028322222975286,3.0385808875353407e-18,5.040508412033167e-16,0.3,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.00014994799742094943,6.996007653705251e-05,0.46656225985234995,0.0002946395558068425,2.7828914219673813e-05,0.09445070653689715,0.3,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.8018014687164386e-05,2.3543547839167322e-05,0.8403003603946676,5.824457610755111e-05,3.575898529928233e-05,0.613945326570011,0.3,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.4242522333922546e-05,1.3525229796213437e-05,0.949637253788911,1.9570114823532116e-05,1.4483139670975549e-05,0.7400641131425695,0.3,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.468237970622463e-05,8.661242416466228e-06,0.5899072622944271,2.600316095534693e-05,1.0223616345275053e-05,0.39316821377336475,0.3,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.2620093021484847e-05,1.737854623616235e-05,1.377053735386622,2.0724864680159973e-05,1.9132408410328525e-05,0.9231620425799009,0.3,1e-08,10,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.0018150001774244597,0.0006187256665999564,0.34089565075301914,0.002882882055937888,6.6159757481198425e-18,2.294917245918154e-15,0.5,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),7.635148964290149e-05,3.301130645204649e-05,0.4323596907727864,0.00015342790859835086,2.125224645902226e-05,0.13851617123099266,0.5,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.5994672400429525e-05,1.3034527093473719e-05,0.8149292944020339,3.5474111476105554e-05,2.0256259330494525e-05,0.5710152696604852,0.5,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),8.244960668735433e-06,8.91977418586184e-06,1.0818455714028175,1.3862437854253677e-05,8.466554376103978e-06,0.6107550825561338,0.5,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),8.822329315186194e-06,5.646689952251839e-06,0.6400452477478921,1.7358863470569204e-05,6.846294990182653e-06,0.39439765176966163,0.5,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),8.643189722417088e-06,1.4986541939442848e-05,1.733913337638946,1.3421095205605268e-05,1.6151266605069993e-05,1.203423890348716,0.5,1e-08,10,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.0011158624023449827,0.00034453297694304647,0.3087593741119076,0.0016664269764885406,4.916547404207378e-18,2.9503527448693984e-15,0.7,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),4.448681679384967e-05,2.064115087264785e-05,0.4639835429965288,9.104374244848423e-05,1.8385971576135907e-05,0.20194657075459457,0.7,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),1.0578041773360911e-05,8.622520348069977e-06,0.8151338908288679,2.3013963074864295e-05,1.3367492120680643e-05,0.5808426856859145,0.7,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),5.219292595111104e-06,6.188464062269392e-06,1.1856901964197424,9.9196332774197e-06,5.85936801407577e-06,0.5906839345980249,0.7,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),6.555721869823219e-06,4.007356162482773e-06,0.6112761099474214,1.1162270827466906e-05,4.608402040255367e-06,0.4128552434792669,0.7,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),6.041668093216164e-06,1.2029776825564967e-05,1.9911350044323852,8.89046123573816e-06,1.3142889095280879e-05,1.4783135257874667,0.7,1e-08,10,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.000806137483249781,0.00022417249860997391,0.27808221707576186,0.0011032549359802433,6.513421508884895e-18,5.9038226763950185e-15,0.9,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.8955128856273192e-05,1.5681394720007603e-05,0.541575718686888,5.9453589753025334e-05,1.6836546265336133e-05,0.283188051979307,0.9,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),7.106527518277039e-06,6.360216978097313e-06,0.8949823893230112,1.5834830741432833e-05,9.728844472228055e-06,0.6143952298000838,0.9,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),3.478578271191766e-06,4.601974163852774e-06,1.3229468492816552,7.287278423253037e-06,4.437777089371347e-06,0.6089759209982711,0.9,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),4.753361924667793e-06,3.065176432654937e-06,0.6448438981151553,7.90801547538442e-06,3.3012419905759743e-06,0.41745517580888347,0.9,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),4.091195541516784e-06,9.794490459246785e-06,2.394041145150335,6.844564425557323e-06,1.0824926030960989e-05,1.581536144293004,0.9,1e-08,10,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),0.0007136306612294381,0.00018854856801906565,0.26421029569306265,0.0009322876971274359,4.867506852222934e-18,5.221035166741653e-15,1.0,1e-08,1,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.3727844171053635e-05,1.4414299568629295e-05,0.6074845849760665,4.9385067658137125e-05,1.631680997137662e-05,0.33039966826264167,1.0,1e-08,2,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),5.953367599032282e-06,5.629135934832789e-06,0.9455381078345984,1.3375621258515323e-05,8.542132513781885e-06,0.6386344490984825,1.0,1e-08,4,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),2.918698374695799e-06,4.0572257151060105e-06,1.3900805065302009,6.316069978778426e-06,3.9567197865180735e-06,0.6264528100246495,1.0,1e-08,6,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),4.065429201935952e-06,2.7443460365254076e-06,0.675044601740587,6.884066230849025e-06,2.8634706621212467e-06,0.41595629183365507,1.0,1e-08,8,2.0,0.0,2025,,,
QRC,Mackey_Glass_(tau=100),3.565184744419305e-06,8.929538720420887e-06,2.504649649474287,6.13812627877363e-06,9.909156065587299e-06,1.614361714885915,1.0,1e-08,10,2.0,0.0,2025,,,
Classical_ESN,Mackey_Glass_(tau=100),0.00024727905178768535,6.812687279574944e-05,0.27550604187144573,0.000555212905308799,5.1170666958145464e-05,0.09216404458337528,0.1,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),3.086681648058897e-05,1.6100783160619483e-05,0.5216211127812512,5.163406025389645e-05,4.08325126044271e-06,0.07908057666517862,0.1,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),2.5771211907876935e-06,6.482665396069683e-06,2.5154678092916014,2.4216921235622816e-06,7.586991613621533e-07,0.3132929879815257,0.1,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),3.7962404638345317e-06,6.2221211352990325e-06,1.6390218677070185,2.3809704890028064e-06,9.633602377369454e-07,0.40460822264975577,0.1,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),5.179567209730432e-06,1.1868231446401279e-05,2.2913558152320905,3.2191771463631877e-06,3.0239532679687983e-06,0.9393559690820555,0.1,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),6.94547259688875e-06,2.0760452686239305e-05,2.9890626442812582,3.854521837525016e-06,1.3401199474305453e-06,0.34767475809425813,0.1,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),5.729176369360485e-06,2.189092952255267e-06,0.3820955772914394,1.5485837141660326e-05,2.54273930000708e-06,0.1641977296252554,0.3,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.6345888445844436e-06,4.2005130474242345e-07,0.25697673524084996,4.744045228664508e-06,2.7332048699973385e-07,0.05761338137087619,0.3,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),2.9612628047106064e-07,1.322319500798392e-07,0.44653905715322606,7.642340574850799e-07,7.206156430355171e-08,0.09429253197729749,0.3,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),3.5634927154442607e-07,1.6558556357669006e-07,0.4646720978523075,8.326911309987023e-07,1.4423288360234235e-07,0.17321294563249903,0.3,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),3.9908108366439476e-07,3.7890552717389536e-07,0.9494449691645472,8.094805542432959e-07,2.5637017987453544e-07,0.31670949787569735,0.3,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),4.80243688310957e-07,6.289700309511646e-07,1.3096893228587474,9.90849040557636e-07,3.600541982644242e-07,0.363379469047869,0.3,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),8.992330711419364e-07,2.887661294359622e-07,0.32112489932032634,2.498494961529306e-06,3.777405025221416e-07,0.15118721804062799,0.5,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),4.4609361050067076e-07,1.1893340210071118e-07,0.26661086216237645,1.637712126813308e-06,7.375469352067447e-08,0.04503520021201027,0.5,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.5778939301699263e-07,4.415278729510896e-08,0.2798210098340011,4.7094653499267755e-07,2.9031959562395547e-08,0.061645977632783615,0.5,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.7162950297188825e-07,5.057236719587443e-08,0.29466010400413406,4.478909017622911e-07,4.9062298439294344e-08,0.10954073468840667,0.5,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.811746335608192e-07,7.68325086689149e-08,0.42407983479167743,5.208725254316147e-07,8.653613302579184e-08,0.16613687380436265,0.5,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),2.03711095332291e-07,1.5153463615442368e-07,0.7438703125484759,5.039526673616733e-07,1.1449263140040375e-07,0.22718925568903767,0.5,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),2.9323674258441015e-07,8.785570760737052e-08,0.2996067506174833,1.4909832269182537e-06,3.103573360314079e-08,0.020815615523247188,0.7,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),2.0411459071521391e-07,9.65905810585896e-08,0.47321742517346704,1.442241919141972e-06,5.658454961436813e-08,0.039233743565040585,0.7,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.1300052294313763e-07,2.798515010474294e-08,0.24765504951534775,4.0667599853866094e-07,1.2105690810119451e-08,0.029767409076561512,0.7,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.108153755652125e-07,2.9350494348541237e-08,0.2648594042012617,3.3164799856164417e-07,2.2008591308456743e-08,0.06636129692899671,0.7,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.249819529525519e-07,4.148195183512871e-08,0.33190353371159836,3.592256896839339e-07,4.788769848200801e-08,0.13330811202323026,0.7,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.2933715352383153e-07,6.11769269250165e-08,0.473003504857126,3.704543914088909e-07,2.9092921419387607e-08,0.07853307207060788,0.7,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.1965440255069444e-07,1.1563421396538214e-07,0.9664016659678774,1.378085960529047e-06,3.4238360607800145e-08,0.02484486569666238,0.9,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),1.0549557172647387e-07,1.1848500305920952e-07,1.12312774005732,1.3253223679817984e-06,1.1228529554634035e-07,0.0847230064616871,0.9,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),8.249070179295379e-08,2.0340565244689306e-08,0.24658009693920147,3.743152679480328e-07,6.28051879799788e-09,0.01677868720778395,0.9,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),8.062177761389667e-08,2.0084387953649693e-08,0.2491186444664521,2.8240870795953064e-07,1.2924889836795485e-08,0.04576661226270555,0.9,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),8.840050541159515e-08,2.4881870067747004e-08,0.2814675091719933,2.9886152159603144e-07,2.295523792291107e-08,0.07680894415688437,0.9,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),9.519475111907618e-08,3.139625053450422e-08,0.3298107318462508,3.118705053514206e-07,2.7654813642159386e-08,0.08867402709659096,0.9,1e-08,10,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),9.431795085961135e-08,1.2685040117984897e-07,1.3449232094605292,1.3519976463376225e-06,3.121373395381691e-08,0.0230871215185697,1.0,1e-08,1,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),8.956662970915946e-08,1.2228264475775678e-07,1.3652701363759323,1.2706489623935892e-06,1.332904856354785e-07,0.10489953526140856,1.0,1e-08,2,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),7.264767040957673e-08,2.0942037732410273e-08,0.28826853792203094,3.680773698269216e-07,7.042621937437635e-09,0.01913353689945469,1.0,1e-08,4,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),6.746700855061988e-08,1.907586708721696e-08,0.2827436327327973,2.8525433967691507e-07,1.1969443043103619e-08,0.04196059929065569,1.0,1e-08,6,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),7.242331451790302e-08,2.195786924697644e-08,0.3031878531539517,2.9230794933071806e-07,2.1745653946790933e-08,0.07439296124713952,1.0,1e-08,8,,,2025,100.0,0.9,0.1
Classical_ESN,Mackey_Glass_(tau=100),7.990792615457164e-08,2.4094257601405238e-08,0.30152525238607725,3.0547606334895573e-07,1.733005560611661e-08,0.05673130462703356,1.0,1e-08,10,,,2025,100.0,0.9,0.1
QRC,ARMA_InputDriven,0.008316037207761988,0.0007037574980937715,0.08462654513340816,0.006718845246781326,5.634999806468125e-17,8.386857561822222e-15,0.1,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.006626543339862356,0.0005389436511830919,0.08133103845273977,0.00565973544491645,6.575946476919492e-06,0.0011618823072067758,0.1,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0006687129836244372,6.858893322043825e-05,0.10256856813020875,0.000542675112529033,3.825502296135614e-06,0.007049341692320468,0.1,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00016448965411656653,1.696306910333922e-05,0.10312544697381543,0.00013257391913288062,2.7114134497724944e-06,0.020452087918248898,0.1,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,4.1843085256178676e-05,5.506051604603803e-06,0.1315880884713386,3.326245163516742e-05,3.855663958123476e-06,0.11591640930180248,0.1,1e-08,8,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,1.4457592035317545e-05,5.589651001528436e-06,0.38662392657600436,1.1411211457739991e-05,3.5673344958697004e-06,0.31261663225511876,0.1,1e-08,10,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0013081789774598408,4.8012847754060826e-05,0.03670204809993956,0.0013346943874949471,4.4139873752952e-18,3.3071146598433647e-15,0.3,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0007018356411061385,4.566472468903328e-05,0.065064698933019,0.000671244076579633,7.140569106830836e-07,0.0010637813212767643,0.3,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,2.659573370667231e-06,3.643299203551029e-06,1.3698810657880072,1.5465751451684303e-06,3.001666609458707e-06,1.940847568148271,0.3,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,5.487286117825085e-06,1.1445604478191422e-05,2.085840656460602,4.5955494030178225e-06,9.690393830435576e-06,2.108647515370426,0.3,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,7.454393035544209e-06,3.8195334926323494e-05,5.123869206278716,5.56768053572072e-06,3.935911539948565e-05,7.069212241429496,0.3,1e-08,8,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,2.2109343746609842e-05,3.018983662477427e-05,1.3654786397449474,2.2444328074265346e-05,1.5627710914413968e-05,0.6962877597718192,0.3,1e-08,10,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.004461686594794046,0.00025320110154000166,0.0567500868024751,0.00406308429927151,1.293926550297158e-17,3.18459193802391e-15,0.5,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00047066372980119736,4.0473509504369064e-05,0.08599241229287964,0.0003668015719308798,1.2922673172254582e-06,0.0035230691908511597,0.5,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00023512674115295473,2.5838745813968047e-05,0.10989284199349923,0.0001837895038663317,1.0765491736653202e-05,0.05857511724109576,0.5,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,6.786037392252084e-05,3.58146734824096e-05,0.5277700580209118,5.60651223750167e-05,2.823554193397656e-05,0.5036204459719267,0.5,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,3.690677307549122e-05,0.00011290036712230972,3.0590690465237063,3.2610442896154594e-05,0.00010750902671034832,3.296766837932941,0.5,1e-08,8,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,3.3021446407260334e-05,0.00011648315181574096,3.5274999883145677,4.1027287686979794e-05,7.071479801869452e-05,1.7236040207731351,0.5,1e-08,10,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.009493672372878015,0.0006174250161502225,0.0650354248493041,0.008296144120636735,1.437167505031185e-17,1.7323318931456575e-15,0.7,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0018269821972729846,0.00016707538508484816,0.09144883039048247,0.0014439171479882244,3.90706327042247e-06,0.002705877740884294,0.7,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0006390222870921101,7.226249406625597e-05,0.11308290105981843,0.0004937703108875475,3.431145122821756e-05,0.06948868830639705,0.7,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00019013008950887814,0.00010949235552130055,0.5758812600579342,0.0001513934533044238,9.129644354580356e-05,0.6030408947883866,0.7,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00010496757621811206,0.0002199048280979534,2.094978621217406,0.00010573459337507832,0.00019269132728232398,1.822405715400816,0.7,1e-08,8,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,8.893815812552848e-05,0.0002816982390036437,3.167349593703651,8.118279705466787e-05,0.00020776727580732037,2.5592524936953267,0.7,1e-08,10,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.014351036036947675,0.0009664432557474046,0.06734310005627703,0.012315469259603778,1.2790411151920246e-17,1.0385646606154371e-15,0.9,1e-08,1,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0037433349234255787,0.0003209927717134776,0.08575048139687501,0.003027992296971685,1.2893422193546284e-05,0.004258076285874664,0.9,1e-08,2,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.001061587665089221,0.0001251560707722367,0.11789518179991096,0.0008204574935612583,8.294878210512637e-05,0.10110064537905658,0.9,1e-08,4,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.0003325568819306068,0.00028007867192343254,0.8421977927429429,0.0003084682267931984,0.00022413142699651963,0.7265948565483232,0.9,1e-08,6,2.0,0.0,2025,,,
QRC,ARMA_InputDriven,0.00022192639048274052,0.00036444378435673244,1.6421831741776365,0.0002574259538911926,0.0002962908767494315,1.1509751533237638,0.9,1e-08,8,2.0,0.0,2025,,,
